〇	5
的	32511354
一	1
是	251112134
了	52
在	132121
人	34
不	1324
国	25112141
有	132511
中	2512
他	32525
这	4134454
我	3121534
和	31234251
大	134
个	342
上	211
为	4354
年	311212
地	121525
来	1431234
会	341154
到	15412122
们	32425
出	52252
要	125221531
以	5434
发	53544
说	454325135
时	2511124
生	31121
作	3231211
家	4451353334
对	54124
业	22431
经	55154121
就	412512341354
日	2511
行	332112
成	135534
也	525
工	121
多	354354
学	44345521
于	112
得	33225111124
自	325111
子	521
民	51515
过	124454
着	43111325111
方	4153
后	331251
下	124
可	12512
能	5425113535
进	1132454
部	4143125152
开	1132
新	4143112343312
而	132522
主	41121
里	2511211
现	11212535
同	251251
全	341121
用	35112
产	414313
理	11212511211
法	44112154
市	41252
之	454
事	12515112
动	115453
本	12341
者	12132511
长	3154
你	3235234
那	511352
实	44544134
分	3453
公	3454
前	431251122
面	132522111
去	12154
小	234
文	4134
好	531521
天	1134
种	312342512
政	121213134
定	44512134
都	1213251152
她	531525
高	4125125251
道	431325111454
力	53
月	3511
还	1324454
重	312511211
所	33513312
与	151
展	5131221534
当	243511
起	1212134515
心	4544
关	431134
加	53251
建	51111254
从	3434
社	4524121
外	35424
然	354413444444
报	1215254
合	341251
等	314314121124
场	121533
化	3235
么	354
看	311325111
体	3212341
其	12211134
没	4413554
制	31125222
些	21213511
机	123435
利	3123422
将	412354124
如	531251
意	4143125114544
已	515
两	1253434
美	431121134
问	425251
第	31431451523
电	25115
三	111
资	4135342534
明	25113511
员	2512534
十	12
把	1215215
代	32154
想	1234251114544
总	432514544
样	1234431112
但	3225111
表	11213534
区	1345
情	44211212511
点	212514444
名	354251
济	441413432
最	251112211154
因	251341
正	12121
特	3121121124
西	125351
使	32125134
次	413534
内	2534
此	212135
平	14312
无	1135
只	25134
品	251251251
斯	122111343312
间	4252511
位	3241431
向	325251
万	153
又	54
提	121251112134
军	451512
海	4413155414
各	354251
比	1535
记	45515
并	431132
华	323512
目	25111
元	1135
水	2534
设	453554
度	413122154
企	342121
由	25121
通	5425112454
世	12215
性	44231121
立	41431
入	34
手	3112
题	251112134132534
务	35453
北	21135
很	332511534
金	34112431
二	11
书	5524
门	425
应	4134431
头	44134
活	441312251
相	123425111
东	15234
物	31213533
见	2535
科	312344412
老	121335
保	322511234
系	3554234
队	5234
农	453534
教	12135213134
安	445531
期	122111343511
义	434
今	3445
被	4523453254
解	3535112533112
知	31134251
强	515251251214
任	323121
量	251112511211
先	312135
管	31431444525151
际	5211234
改	5153134
话	45312251
己	515
尔	35234
达	134454
及	354
回	252511
基	12211134121
口	251
司	51251
界	251213432
术	12344
它	44535
战	212511534
给	551341251
拉	12141431
结	551121251
克	1225135
统	551415435
信	324111251
儿	35
身	3251113
交	413434
论	453435
常	24345251252
女	531
认	4534
决	415134
果	25111234
什	3212
几	35
原	1332511234
计	4512
委	31234531
德	332122522114544
组	55125111
别	2515322
路	2512121354251
领	34454132534
议	45434
受	34434554
少	2343
处	35424
山	252
商	41432534251
车	1512
更	1251134
四	25351
走	1212134
南	122543112
技	1211254
条	3541234
增	121432524312511
京	41251234
放	41533134
共	122134
气	3115
程	312342511121
治	44154251
联	122111431134
办	5344
或	12511534
运	1154454
导	515124
件	323112
马	551
调	4535121251
感	1312515344544
党	2434525135
真	1225111134
省	234325111
打	12112
规	11342535
持	121121124
做	32122513134
指	121352511
至	154121
接	12141431531
形	1132333
据	12151312251
院	524451135
格	1234354251
求	1241344
收	523134
才	123
数	4312345313134
近	3312454
府	41332124
步	2121233
取	12211154
思	251214544
广	413
干	112
反	3354
难	5432411121
变	41223454
式	112154
声	1215213
亚	122431
张	5153154
城	121135534
研	132511132
神	452425112
再	125211
革	122125112
造	3121251454
深	44145341234
集	324111211234
流	4414154325
色	355215
台	54251
五	1251
传	321154
价	323432
非	21112111
局	5135251
观	542535
王	1121
风	3534
权	123454
团	251231
项	121132534
投	1213554
许	453112
完	4451135
象	35251353334
直	12251111
林	12341234
必	45434
太	1344
望	41535111121
质	33122534
布	13252
举	443134112
何	3212512
服	35115254
究	4453435
光	243135
每	3155414
快	4425134
史	25134
首	431325111
专	1154
命	34125152
精	43123411212511
该	45415334
级	551354
育	41542511
边	53454
选	312135454
带	122245252
示	11234
告	3121251
住	3241121
志	1214544
标	123411234
江	441121
争	355112
白	32511
清	44111212511
村	1234124
参	54134333
爱	3443451354
巴	5215
识	4525134
视	45242535
谈	4543344334
眼	25111511534
李	1234521
历	1353
确	132513535112
单	43251112
便	321251134
赛	44511221342534
施	415331525
支	1254
营	12245251251
英	12225134
证	4512121
转	15211154
亲	414311234
影	251141251234333
士	121
百	132511
费	515322534
让	45211
罗	25221354
约	551354
极	1234354
夫	1134
往	33241121
准	4132411121
根	1234511534
却	1215452
则	253422
听	2513312
类	431234134
具	25111134
像	3235251353334
织	55125134
查	123425111
创	345522
众	343434
始	53154251
整	1251234313412121
厂	13
花	1223235
效	4134343134
推	12132411121
切	1553
连	1512454
字	445521
港	441122134515
写	45151
空	44534121
职	12211125134
死	135435
言	4111251
消	4412432511
需	14524444132522
易	25113533
引	5152
包	35515
势	12135453
县	2511154
协	125344
候	3225131134
装	412121413534
备	35425121
即	5115452
况	4125135
列	135422
周	35121251
师	231252
划	153422
青	11212511
构	12343554
益	4313425221
失	31134
批	1211535
严	1224313
觉	443452535
族	41533131134
且	25111
古	12251
兴	443134
节	12252
希	3413252
阿	5212512
远	1135454
满	4411221253434
续	55112544134
优	321354
越	121213415534
境	12141431251135
九	35
责	11212534
八	34
亿	325
语	451251251
纪	551515
艺	1225
未	11234
护	1214513
石	13251
病	4134112534
线	55111534
乐	35234
仅	3254
供	32122134
案	4455311234
维	55132411121
积	3123425134
热	1213544444
值	3212251111
环	11211324
球	11211241344
群	5113251431112
型	113222121
复	312511354
州	434242
断	43123453312
较	1521413434
存	132521
土	121
叫	25152
采	34431234
乡	553
容	4453434251
客	445354251
片	3215
友	1354
息	3251114544
双	5454
米	431234
火	4334
房	45134153
香	312342511
照	2511532514444
河	44112512
落	122441354251
红	551121
源	4411332511234
呢	25151335
料	4312344412
副	12512512122
功	12153
称	3123435234
钱	3111511534
获	1223531344
讲	451132
曾	432524312511
响	251325251
半	43112
笑	3143143134
足	2512134
考	121315
图	25354441
怎	312114544
离	4134522554
轻	152154121
医	1311345
伊	325113
席	4131221252
致	1541213134
尼	51335
显	251122431
算	31431425111132
注	44141121
兰	43111
律	332511112
武	11212154
游	441415331521
请	4511212511
随	52132511454
策	314314125234
段	321113554
助	2511153
富	445125125121
突	445341344
尽	513444
六	4134
版	32153354
验	5513414431
官	44525151
率	41554413412
早	251112
劳	1224553
防	524153
销	311152432511
紧	2254554234
吃	251315
黄	12212512134
演	44144512512134
站	4143121251
令	34454
念	34454544
飞	534
千	312
音	414312511
评	4514312
黑	254312114444
负	352534
洲	441434242
须	333132534
坚	2254121
贸	354532534
读	4512544134
速	1251234454
校	1234413434
除	523411234
欧	13453534
著	12212132511
击	11252
破	1325153254
星	251131121
找	1211534
孩	521415334
央	25134
食	344511534
依	32413534
低	3235154
模	12341222511134
普	431224312511
号	25115
继	5514312345
终	55135444
访	454153
兵	3212134
养	431113432
占	21251
七	15
银	31115511534
初	4523453
另	25153
派	441333534
察	44535445411234
奥	325431234134
镇	311151225111134
态	13444544
跟	2512121511534
份	323453
苏	1225344
按	121445531
故	122513134
陈	5215234
居	51312251
股	35113554
留	3545325121
苦	12212251
宣	445125111
承	52111534
阳	522511
例	32135422
油	44125121
刘	413422
底	41335154
财	2534123
似	325434
范	12244155
户	4513
印	35152
晚	25113525135
愿	13325112344544
限	52511534
卡	21124
待	332121124
春	111342511
画	12512152
排	12121112111
乎	34312
善	431112431251
预	5452132534
铁	3111531134
福	4524125125121
卫	521
款	121112343534
税	312344325135
器	2512511344251251
章	41431251112
层	5131154
波	44153254
余	3411234
围	2511521
欢	543534
习	541
仍	3253
刚	253422
充	415435
男	2512153
素	1121554234
独	353251214
拿	3412513112
虽	251251214
送	431134454
诗	45121124
斗	4412
货	32352534
岁	252354
喜	121251431251
良	4511534
检	12343414431
均	1213541
吗	251551
讯	45512
闻	425122111
母	55414
修	322354333
抓	1213324
超	121213453251
纳	5512534
吧	2515215
止	2121
绝	551355215
毛	3115
困	2512341
担	12125111
旅	4153313534
险	523414431
刻	41533422
龙	13534
景	251141251234
某	122111234
剧	5131225122
云	1154
害	4451112251
班	1121431121
警	1223525131344111251
够	35251354354
试	45112154
密	44545434252
监	2231425221
久	354
属	513325125214
奇	13412512
域	12112511534
沙	4412343
配	1253511515
汉	44154
伤	323153
哈	251341251
威	131531534
届	51325121
买	544134
胜	351131121
介	3432
挥	121451512
诉	4533124
父	3434
坐	3434121
药	122551354
答	314314341251
适	312251454
朝	122511123511
执	121354
树	123454124
础	1325152252
编	551451325122
状	4121344
奖	412354134
促	322512134
细	55125121
座	4133434121
额	445354251132534
句	35251
倒	3215412122
牌	321532511312
谁	4532411121
稳	31234355114544
控	12144534121
判	4311322
健	3251111254
康	41351124134
俄	323121534
室	445154121
馆	35544525151
售	32411121251
角	3535112
夜	41323544
田	25121
略	25121354251
烈	1354224444
降	52354152
脸	35113414431
讨	45124
临	223142521
否	1324251
阶	523432
般	3354143554
陆	5211252
靠	312125121112111
升	3132
审	44525112
温	441251125221
甚	122111345
藏	12213513125125534
急	355114544
荣	122451234
培	12141431251
犯	35355
典	25122134
帮	111352252
激	4413251141533134
草	122251112
哪	251511352
置	2522112251111
木	1234
假	32512115154
票	12522111234
述	12344454
妇	531511
差	431113121
材	1234123
词	4551251
索	1245554234
顾	1355132534
互	1551
宁	44512
歌	12512125123534
既	511541535
酒	4411253511
吸	251354
宝	44511214
航	3354144135
店	41321251
怕	44232511
停	32412514512
核	1234415334
简	3143144252511
括	121312251
血	325221
征	33212121
减	41131251534
冲	412512
楼	1234431234531
遇	251125214454
托	121315
献	1225431121344
微	3322521353134
泽	44154112
脑	3511413452
卖	12544134
船	33541435251
永	45534
罪	2522121112111
杨	1234533
坦	12125111
努	5315453
训	45322
哥	1251212512
录	51124134
午	3112
网	253434
呼	25134312
竞	4143125135
救	12413443134
笔	3143143115
园	2511351
胡	122513511
措	12112212511
贵	251212534
换	1213525134
短	311341251431
衣	413534
顿	1525132534
盟	2511351125221
鲁	352512112511
庭	413312154
皮	53254
错	3111512212511
洋	441431112
妈	531551
杀	341234
抗	1214135
静	11212511355112
搞	1214125125251
绍	55153251
湖	441122513511
压	131214
灵	5114334
篇	314314451325122
购	25343554
汽	4413115
竟	41431251135
若	12213251
逐	1353334454
探	12145341234
粮	4312344511534
雷	1452444425121
冷	4134454
扩	121413
怀	4421324
补	4523424
味	25111234
勒	12212511253
佛	3251532
惊	44241251234
巨	1515
吉	121251
测	441253422
乱	3122515
饭	3553354
您	32352344544
块	1215134
丽	1254254
左	13121
追	325151454
登	543341251431
杂	351234
祖	452425111
缺	3112525134
谢	453251113124
旧	22511
顺	322132534
散	122125113134
汇	44115
博	121251124124
背	211352511
免	3525135
招	12153251
庆	413134
练	55115534
束	1251234
湾	441412234515
伯	3232511
露	145244442512121354251
沉	4414535
予	5452
疑	35311345452134
退	511534454
套	1341211154
痛	413415425112
封	121121124
舞	31122221354152
玉	11214
丰	1112
叶	25112
穿	445341523
守	445124
右	13251
损	1212512534
雨	12524444
贫	34532534
迎	3552454
曲	251221
钟	311152512
孙	521234
异	515132
萨	12252414313
脚	35111215452
澳	441325431234134
亮	412514535
蒙	1224511353334
融	1251254312251214
危	351355
宗	44511234
街	332121121112
松	12343454
帝	414345252
塞	4451122134121
序	4135452
跑	251212135515
亡	415
岛	3545252
秀	3123453
移	31234354354
啊	2515212512
礼	45245
私	3123454
菜	12234431234
烟	4334251341
雪	14524444511
秘	3123445434
督	2112345425111
扬	121533
塔	121122341251
堂	24345251121
朋	35113511
库	4131512
针	3111512
洛	441354251
纸	5513515
伦	323435
攻	1213134
鲜	35251211431112
莫	1222511134
吴	2511134
矿	13251413
毒	112155414
韩	122511121152
遗	251212534454
授	12134434554
驻	55141121
尚	24325251
恐	1213544544
敌	3122513134
灾	4454334
败	25343134
签	3143143414431
板	12343354
彩	34431234333
脱	35114325135
肯	21212511
恩	2513414544
姐	53125111
戏	541534
架	532511234
伟	321152
屋	513154121
输	1521341251122
赶	1212134112
恶	1224314544
瓦	1554
阵	521512
婚	53135152511
雅	152332411121
寻	511124
童	414312511211
夏	1325111354
瑞	1121252132522
归	23511
固	25122511
朱	311234
尤	1354
娘	5314511534
付	32124
牛	3112
岸	25213112
拍	12132511
敢	51221113134
幅	252125125121
森	123412341234
轮	15213435
诺	4512213251
弟	4351523
掉	12121251112
借	3212212511
禁	1234123411234
纷	5513453
齐	413432
遍	451325122454
析	12343312
币	3252
盛	13553425221
坏	1211324
染	441351234
奋	13425121
忙	442415
拥	12135112
梅	12343155414
钢	311152534
筑	314314121354
季	31234521
莱	1221431234
翻	343123425121541541
鼓	1212514311254
渐	44115213312
智	311342512511
赞	3121353121352534
释	343123454112
召	53251
吨	2511525
映	251125134
综	55144511234
野	25112115452
桥	1234313432
误	452511134
弹	51543251112
疗	4134152
射	3251113124
繁	31554143134554234
梦	12341234354
幸	12143112
概	1234511541535
姆	53155414
枪	12343455
绩	55111212534
牙	1523
雄	135432411121
伙	324334
播	121343123425121
虑	2153154544
幕	1222511134252
握	121513154121
慢	44225112522154
泰	1113424134
肉	253434
迅	512454
川	322
皇	325111121
申	25112
跳	2512121341534
乌	3551
绿	55151124134
刊	11222
含	3445251
附	5232124
邓	5452
忘	4154544
厅	1312
译	4554112
津	441511112
庄	413121
毕	153512
贝	2534
默	2543121144441344
熟	412515213544444
唱	25125112511
择	12154112
暗	2511414312511
端	41431252132522
赵	121213434
埃	1215431134
遭	12512212511454
订	4512
楚	1234123452134
杰	12344444
掌	243452513112
秋	312344334
圣	54121
残	135411534
丝	55551
睛	2511111212511
徐	3323411234
植	123412251111
摄	1211221115454
障	5241431251112
哲	1213312251
鱼	35251211
休	321234
怪	44254121
趣	121213412211154
透	3123453454
违	1152454
延	321554
途	3411234454
耳	122111
署	2522112132511
炸	433431211
盖	43112125221
谓	45251212511
骨	255452511
彻	3321553
忽	35334544
启	4513251
唐	4135112251
暴	251112213424134
夺	134124
勇	542511253
顶	12132534
卷	43113455
抵	12135154
呀	2511523
睡	2511131212211
沿	44135251
潮	441122511123511
迹	413234454
伍	321251
课	4525111234
嘴	2512121353535112
旁	4143454153
厚	132511521
冠	451135124
毫	41251453115
载	1211521534
麦	1121354
仪	32434
贷	321542534
贯	55212534
洪	441122134
宏	4451354
盘	33541425221
床	4131234
珠	1121311234
累	25121554234
晓	2511153135
末	11234
避	5132514143112454
迫	32511454
涉	4412121233
丹	3541
诚	45135534
污	441115
宾	4453212134
喝	251251135345
谋	45122111234
摆	1212522112154
尊	431253511124
弱	5154151541
丁	12
灯	433412
煤	4334122111234
泛	4413454
姑	53112251
贡	1212534
妻	15112531
辆	15211253434
扎	1215
振	1211311534
摩	413123412343112
玩	11211135
凡	354
援	121344311354
震	145244441311534
摇	1213443311252
纯	5511525
冰	412534
爆	4334251112213424134
艰	54511534
朗	4511543511
菲	12221112111
姓	53131121
唯	25132411121
宋	4451234
挂	121121121
乔	313432
迪	25121454
励	1315353
爷	343452
宽	4451222535
曼	25112522154
敬	122352513134
杯	12341324
迷	431234454
醒	1253511251131121
梁	44153441234
裁	121413534534
折	1213312
艾	12234
宫	445251251
稿	312344125125251
扶	1211134
珍	112134333
聚	12211154323334
窗	445343253541
锦	3111532511252
零	1452444434454
债	3211212534
黎	312343533424134
筹	3143141113124
誉	4431344111251
悉	34312344544
浪	4414511534
亩	4125121
悲	211121114544
刑	113222
耶	12211152
爸	34345215
抱	12135515
斤	3312
虚	21531522431
抽	12125121
享	41251521
戴	12125121122134534
硬	132511251134
忠	25124544
践	251212111534
兼	4315112234
乘	3122113534
灭	14334
替	113411342511
棉	123432511252
符	31431432124
诸	4512132511
阴	523511
操	1212512512511234
旗	41533112211134
抢	1213455
伴	3243112
罚	252214522
侵	325114554
挑	121341534
麻	41312341234
凤	3554
奶	53153
刀	53
患	25125124544
弄	1121132
冬	35444
倍	3241431251
卢	21513
软	15213534
疾	4134131134
圆	2525125341
墙	12112431252511
佳	32121121
茶	122341234
袭	13534413534
坡	12153254
混	44125111535
倾	3215132534
偏	32451325122
辛	4143112
距	25121211515
缓	551344311354
泪	44125111
弃	4154132
盾	331225111
邮	2512152
殊	1354311234
烧	4334153135
徒	3321212134
洗	441312135
孔	5215
舍	34112251
峰	2523541112
宜	44525111
赫	12132341213234
墨	254312114444121
辉	243135451512
颗	25111234132534
刺	12523422
旦	25111
趋	121213435511
辑	1521251122111
逃	341534454
郑	43113452
俗	323434251
喊	251131251534
冒	251125111
杜	1234121
闭	425123
邦	111352
壮	412121
咱	251325111
仁	3211
券	43113453
恢	442134334
隆	52354131121
隐	52355114544
径	33254121
鹏	3511351135451
甘	12211
仿	324153
祝	452425135
哭	2512511344
氏	3515
鸡	5435451
岗	2522534
潜	441113411342511
欲	34342513534
肥	35115215
剑	341443122
甲	25112
奔	13412132
鉴	2231434112431
辞	3122514143112
缩	55144532132511
跃	25121213134
键	3111551111254
册	35351
洞	441251251
寒	445112213444
荒	122415325
赏	243452512534
拜	311311112
淡	44143344334
跨	2512121134115
臣	125125
触	3535112251214
忍	5344544
圳	121322
偿	32243451154
衡	3323525121134112
穷	4453453
惯	44255212534
惠	125112144544
坛	1211154
润	4414251121
蒂	122414345252
勤	1221251112153
络	551354251
餐	2135454344511534
妹	53111234
估	3212251
啦	25112141431
矛	54523
乏	3454
桌	2125111234
览	223142535
虎	21531535
懂	442122312511211
敏	31554143134
沈	4414535
泥	44151335
娜	531511352
猛	35352125221
劲	5412153
君	5113251
郭	4125152152
贴	253421251
忆	4425
谷	3434251
储	324512132511
亏	115
伸	3225112
蓝	1222231425221
洁	441121251
帕	25232511
牧	31213134
昌	25112511
奉	11134112
兄	25135
鬼	325113554
租	3123425111
饮	3553534
邀	3251141533134454
龄	2121345234454
闪	42534
媒	531122111234
汗	441112
井	1132
亦	413234
巧	12115
涨	4415153154
漫	44125112522154
净	41355112
董	122312511211
籍	31431411123412212511
胞	351135515
袋	32154413534
忧	4421354
妙	5312343
犹	3531354
毁	3215111213554
晨	25111311534
闹	42541252
纽	5515211
肃	51123234
羊	431112
炮	433435515
弗	51532
横	123412212512134
玛	1121551
腐	41332124253434
描	12112225121
欣	33123534
箱	314314123425111
番	343123425121
胆	351125111
敦	412515213134
废	41353544
渡	441413122154
乃	53
圈	25431134551
泉	325112534
贺	532512534
镜	3111541431251135
丈	134
